States,year,quarter,brand,user_counts,percentage
Arunachal Pradesh,2020,4,Gionee,2611,1%
Arunachal Pradesh,2020,4,Huawei,2424,1%
Arunachal Pradesh,2020,4,Motorola,2149,1%
Arunachal Pradesh,2020,4,OnePlus,2141,1%
Arunachal Pradesh,2020,4,Others,13282,6%
Arunachal Pradesh,2021,1,Vivo,58748,23%
Arunachal Pradesh,2021,1,Xiaomi,57405,23%
Arunachal Pradesh,2021,1,Samsung,48405,19%
Arunachal Pradesh,2021,1,Oppo,39602,16%
Arunachal Pradesh,2021,1,Realme,18658,7%
Arunachal Pradesh,2021,1,Apple,4560,2%
Arunachal Pradesh,2021,1,Gionee,2611,1%
Arunachal Pradesh,2021,1,Huawei,2526,1%
Arunachal Pradesh,2021,1,OnePlus,2342,1%
Arunachal Pradesh,2021,1,Motorola,2224,1%
Arunachal Pradesh,2021,1,Others,14159,6%
Arunachal Pradesh,2021,2,Vivo,63439,23%
Arunachal Pradesh,2021,2,Xiaomi,61629,23%
Arunachal Pradesh,2021,2,Samsung,51110,19%
Arunachal Pradesh,2021,2,Oppo,42407,16%
Arunachal Pradesh,2021,2,Realme,22481,8%
Arunachal Pradesh,2021,2,Apple,5062,2%
Arunachal Pradesh,2021,2,OnePlus,2622,1%
Arunachal Pradesh,2021,2,Gionee,2510,1%
Arunachal Pradesh,2021,2,Huawei,2408,1%
Arunachal Pradesh,2021,2,Motorola,2229,1%
Arunachal Pradesh,2021,2,Others,14675,5%
Arunachal Pradesh,2021,3,Vivo,69301,24%
Arunachal Pradesh,2021,3,Xiaomi,66832,23%
Arunachal Pradesh,2021,3,Samsung,52621,18%
Arunachal Pradesh,2021,3,Oppo,46021,16%
Arunachal Pradesh,2021,3,Realme,26567,9%
Arunachal Pradesh,2021,3,Apple,5574,2%
Arunachal Pradesh,2021,3,OnePlus,3208,1%
Arunachal Pradesh,2021,3,Gionee,2629,1%
Arunachal Pradesh,2021,3,Huawei,2593,1%
Arunachal Pradesh,2021,3,Motorola,2253,1%
Arunachal Pradesh,2021,3,Others,15474,5%
Arunachal Pradesh,2021,4,Vivo,74157,24%
Arunachal Pradesh,2021,4,Xiaomi,72002,23%
Arunachal Pradesh,2021,4,Samsung,54367,17%
Arunachal Pradesh,2021,4,Oppo,48973,16%
Arunachal Pradesh,2021,4,Realme,31777,10%
Arunachal Pradesh,2021,4,Apple,6342,2%
Arunachal Pradesh,2021,4,OnePlus,3900,1%
Arunachal Pradesh,2021,4,Gionee,2500,1%
Arunachal Pradesh,2021,4,Huawei,2496,1%
Arunachal Pradesh,2021,4,Motorola,2316,1%
Arunachal Pradesh,2021,4,Others,16114,5%
Arunachal Pradesh,2022,1,Vivo,78763,23%
Arunachal Pradesh,2022,1,Xiaomi,75927,23%
Arunachal Pradesh,2022,1,Samsung,56027,17%
Arunachal Pradesh,2022,1,Oppo,52153,16%
Arunachal Pradesh,2022,1,Realme,36430,11%
Arunachal Pradesh,2022,1,Apple,7110,2%
Arunachal Pradesh,2022,1,OnePlus,4423,1%
Arunachal Pradesh,2022,1,Huawei,2515,1%
Arunachal Pradesh,2022,1,Gionee,2482,1%
Arunachal Pradesh,2022,1,Infinix,2358,1%
Arunachal Pradesh,2022,1,Others,17151,5%
Assam,2018,1,Xiaomi,101793,26%
Assam,2018,1,Samsung,61603,16%
Assam,2018,1,Vivo,50781,13%
Assam,2018,1,Oppo,40778,11%
Assam,2018,1,Realme,26387,7%
Assam,2018,1,Lenovo,9294,2%
Assam,2018,1,Gionee,9094,2%
Assam,2018,1,Motorola,8922,2%
Assam,2018,1,Apple,8319,2%
Assam,2018,1,Asus,7905,2%
Assam,2018,1,Others,60361,16%
Assam,2018,2,Xiaomi,152839,27%
Assam,2018,2,Samsung,89734,16%
Assam,2018,2,Vivo,80455,14%
Assam,2018,2,Oppo,62688,11%
Assam,2018,2,Realme,38933,7%
Assam,2018,2,Lenovo,13092,2%
Assam,2018,2,Motorola,12862,2%
Assam,2018,2,Gionee,12545,2%
Assam,2018,2,Asus,11093,2%
Assam,2018,2,Apple,11044,2%
Assam,2018,2,Others,85761,15%
Assam,2018,3,Xiaomi,210185,27%
Assam,2018,3,Samsung,125434,16%
Assam,2018,3,Vivo,119540,15%
Assam,2018,3,Oppo,88721,11%
Assam,2018,3,Realme,53089,7%
Assam,2018,3,Motorola,17022,2%
Assam,2018,3,Gionee,17020,2%
Assam,2018,3,Lenovo,15831,2%
Assam,2018,3,Asus,14498,2%
Assam,2018,3,Apple,13471,2%
Assam,2018,3,Others,109991,14%
Assam,2018,4,Xiaomi,277115,27%
Assam,2018,4,Vivo,169404,16%
Assam,2018,4,Samsung,167786,16%
Assam,2018,4,Oppo,122447,12%
Assam,2018,4,Realme,70255,7%
Assam,2018,4,Motorola,21507,2%
Assam,2018,4,Lenovo,20275,2%
Assam,2018,4,Gionee,20028,2%
Assam,2018,4,Asus,19175,2%
Assam,2018,4,Huawei,17882,2%
Assam,2018,4,Others,133347,13%
Assam,2019,1,Xiaomi,334681,27%
Assam,2019,1,Vivo,212982,17%
Assam,2019,1,Samsung,202440,16%
Assam,2019,1,Oppo,153803,12%
Assam,2019,1,Realme,84813,7%
Assam,2019,1,Motorola,24528,2%
Assam,2019,1,Gionee,23250,2%
Assam,2019,1,Lenovo,22797,2%
Assam,2019,1,Asus,22514,2%
Assam,2019,1,Huawei,22249,2%
Assam,2019,1,Others,155028,12%
Assam,2019,2,Xiaomi,397560,27%
Assam,2019,2,Vivo,260776,17%
Assam,2019,2,Samsung,242964,16%
Assam,2019,2,Oppo,188693,13%
Assam,2019,2,Realme,100087,7%
Assam,2019,2,Motorola,28185,2%
Assam,2019,2,Gionee,27145,2%
Assam,2019,2,Huawei,26683,2%
Assam,2019,2,Asus,26345,2%
Assam,2019,2,Lenovo,26095,2%
Assam,2019,2,Others,175595,12%
Assam,2019,3,Xiaomi,463729,27%
Assam,2019,3,Vivo,309395,18%
Assam,2019,3,Samsung,272124,16%
Assam,2019,3,Oppo,222464,13%
Assam,2019,3,Realme,119091,7%
Assam,2019,3,Huawei,31407,2%
Assam,2019,3,Gionee,30833,2%
Assam,2019,3,Motorola,30628,2%
Assam,2019,3,Asus,30395,2%
Assam,2019,3,Lenovo,25713,1%
Assam,2019,3,Others,195744,11%
Assam,2019,4,Xiaomi,517791,27%
Assam,2019,4,Vivo,355815,18%
Assam,2019,4,Samsung,302655,16%
Assam,2019,4,Oppo,254644,13%
Assam,2019,4,Realme,140535,7%
Assam,2019,4,Huawei,35293,2%
Assam,2019,4,Gionee,33438,2%
Assam,2019,4,Motorola,32828,2%
Assam,2019,4,Asus,28977,1%
Assam,2019,4,Lenovo,26680,1%
Assam,2019,4,Others,212564,11%
Assam,2020,1,Xiaomi,576697,26%
Assam,2020,1,Vivo,410865,19%
Assam,2020,1,Samsung,337886,15%
Assam,2020,1,Oppo,292242,13%
Assam,2020,1,Realme,167659,8%
Assam,2020,1,Huawei,39212,2%
Assam,2020,1,Motorola,34939,2%
Assam,2020,1,Gionee,33136,2%
Assam,2020,1,Asus,32099,1%
Assam,2020,1,Lenovo,28782,1%
Assam,2020,1,Others,232421,11%
Assam,2020,2,Xiaomi,663323,26%
Assam,2020,2,Vivo,494955,19%
Assam,2020,2,Samsung,388754,15%
Assam,2020,2,Oppo,346884,14%
Assam,2020,2,Realme,204222,8%
Assam,2020,2,Huawei,44120,2%
Assam,2020,2,Motorola,38074,1%
Assam,2020,2,Gionee,37873,1%
Assam,2020,2,Asus,36040,1%
Assam,2020,2,Lenovo,31346,1%
Assam,2020,2,Others,265292,10%
Assam,2020,3,Xiaomi,729048,26%
Assam,2020,3,Vivo,564343,20%
Assam,2020,3,Samsung,427293,15%
Assam,2020,3,Oppo,388827,14%
Assam,2020,3,Realme,236986,8%
Assam,2020,3,Huawei,47619,2%
Assam,2020,3,Motorola,40261,1%
Assam,2020,3,Gionee,39463,1%
Assam,2020,3,Asus,38775,1%
Assam,2020,3,Lenovo,33169,1%
Assam,2020,3,Others,284227,10%
Assam,2020,4,Xiaomi,792324,26%
Assam,2020,4,Vivo,627536,20%
Assam,2020,4,Samsung,465965,15%
Assam,2020,4,Oppo,431650,14%
Assam,2020,4,Realme,271012,9%
Assam,2020,4,Huawei,50719,2%
Assam,2020,4,Motorola,42173,1%
Assam,2020,4,Gionee,41431,1%
Assam,2020,4,Asus,40998,1%
Assam,2020,4,Lenovo,34802,1%
Assam,2020,4,Others,307543,10%
Assam,2021,1,Xiaomi,852998,25%
Assam,2021,1,Vivo,692740,21%
Assam,2021,1,Samsung,495482,15%
Assam,2021,1,Oppo,467440,14%
Assam,2021,1,Realme,303919,9%
Assam,2021,1,Huawei,53218,2%
Assam,2021,1,Asus,46880,1%
Assam,2021,1,Motorola,43119,1%
Assam,2021,1,Gionee,41879,1%
Assam,2021,1,Apple,37442,1%
Assam,2021,1,Others,323331,10%
Assam,2021,2,Xiaomi,909274,25%
Assam,2021,2,Vivo,753920,21%
Assam,2021,2,Samsung,522765,14%
Assam,2021,2,Oppo,503448,14%
Assam,2021,2,Realme,358841,10%
Assam,2021,2,Huawei,51958,1%
Assam,2021,2,Asus,45364,1%
Assam,2021,2,Motorola,42821,1%
Assam,2021,2,Apple,41622,1%
Assam,2021,2,Gionee,41574,1%
Assam,2021,2,Others,345469,10%
Assam,2021,3,Xiaomi,977013,25%
Assam,2021,3,Vivo,827232,21%
Assam,2021,3,Oppo,549403,14%
Assam,2021,3,Samsung,540646,14%
Assam,2021,3,Realme,422801,11%
Assam,2021,3,Huawei,56098,1%
Assam,2021,3,Apple,45531,1%
Assam,2021,3,Gionee,44481,1%
Assam,2021,3,Asus,43763,1%
Assam,2021,3,Motorola,42384,1%
Assam,2021,3,Others,369128,9%
Assam,2021,4,Xiaomi,1040847,25%
Assam,2021,4,Vivo,889004,21%
Assam,2021,4,Oppo,590804,14%
Assam,2021,4,Samsung,559238,13%
Assam,2021,4,Realme,501363,12%
Assam,2021,4,Huawei,54361,1%
Assam,2021,4,Apple,53459,1%
Assam,2021,4,Tecno,46362,1%
Assam,2021,4,OnePlus,45171,1%
Assam,2021,4,Motorola,43263,1%
Assam,2021,4,Others,385719,9%
Assam,2022,1,Xiaomi,1094829,24%
Assam,2022,1,Vivo,949299,21%
Assam,2022,1,Oppo,636621,14%
Assam,2022,1,Samsung,577746,13%
Assam,2022,1,Realme,573316,13%
Assam,2022,1,Apple,59621,1%
Assam,2022,1,Tecno,55957,1%
Assam,2022,1,Huawei,54586,1%
Assam,2022,1,OnePlus,52178,1%
Assam,2022,1,Infinix,47589,1%
Assam,2022,1,Others,390847,9%
Bihar,2018,1,Xiaomi,596264,28%
Bihar,2018,1,Samsung,450851,21%
Bihar,2018,1,Vivo,233197,11%
Bihar,2018,1,Oppo,220040,10%
Bihar,2018,1,Realme,155139,7%
Bihar,2018,1,Motorola,57712,3%
Bihar,2018,1,Lenovo,51012,2%
Bihar,2018,1,Micromax,37949,2%
Bihar,2018,1,Apple,31149,1%
Bihar,2018,1,Huawei,30652,1%
Bihar,2018,1,Others,269839,13%
Bihar,2018,2,Xiaomi,856356,28%
Bihar,2018,2,Samsung,632694,21%
Bihar,2018,2,Vivo,340287,11%
Bihar,2018,2,Oppo,315880,11%
Bihar,2018,2,Realme,215953,7%
Bihar,2018,2,Motorola,77813,3%
Bihar,2018,2,Lenovo,68280,2%
Bihar,2018,2,Micromax,51961,2%
Bihar,2018,2,Huawei,43343,1%
Bihar,2018,2,Apple,39300,1%
Bihar,2018,2,Others,364005,12%
Bihar,2018,3,Xiaomi,1098938,29%
Bihar,2018,3,Samsung,799534,21%
Bihar,2018,3,Vivo,448602,12%
Bihar,2018,3,Oppo,407853,11%
Bihar,2018,3,Realme,274517,7%
Bihar,2018,3,Motorola,93118,2%
Bihar,2018,3,Lenovo,75263,2%
Bihar,2018,3,Huawei,57713,2%
Bihar,2018,3,Micromax,54364,1%
Bihar,2018,3,Apple,45016,1%
Bihar,2018,3,Others,429617,11%
Bihar,2018,4,Xiaomi,1399341,29%
Bihar,2018,4,Samsung,1008369,21%
Bihar,2018,4,Vivo,590399,12%
Bihar,2018,4,Oppo,528034,11%
Bihar,2018,4,Realme,346806,7%
Bihar,2018,4,Motorola,111948,2%
Bihar,2018,4,Lenovo,92104,2%
Bihar,2018,4,Huawei,75369,2%
Bihar,2018,4,Micromax,61472,1%
Bihar,2018,4,Apple,52872,1%
Bihar,2018,4,Others,509951,11%
Bihar,2019,1,Xiaomi,1691958,29%
Bihar,2019,1,Samsung,1207394,21%
Bihar,2019,1,Vivo,731163,13%
Bihar,2019,1,Oppo,649669,11%
Bihar,2019,1,Realme,416110,7%
Bihar,2019,1,Motorola,126430,2%
Bihar,2019,1,Lenovo,103683,2%
Bihar,2019,1,Huawei,95145,2%
Bihar,2019,1,Micromax,69377,1%
Bihar,2019,1,Apple,59723,1%
Bihar,2019,1,Others,594465,10%
Bihar,2019,2,Xiaomi,1953040,30%
Bihar,2019,2,Samsung,1380854,21%
Bihar,2019,2,Vivo,852634,13%
Bihar,2019,2,Oppo,757333,11%
Bihar,2019,2,Realme,480989,7%
Bihar,2019,2,Motorola,140153,2%
Bihar,2019,2,Lenovo,115382,2%
Bihar,2019,2,Huawei,110837,2%
Bihar,2019,2,Micromax,72239,1%
Bihar,2019,2,Apple,65593,1%
Bihar,2019,2,Others,660705,10%
Bihar,2019,3,Xiaomi,2197280,30%
Bihar,2019,3,Samsung,1536292,21%
Bihar,2019,3,Vivo,975292,13%
Bihar,2019,3,Oppo,853708,12%
Bihar,2019,3,Realme,557826,8%
Bihar,2019,3,Motorola,148040,2%
Bihar,2019,3,Huawei,127268,2%
Bihar,2019,3,Lenovo,114334,2%
Bihar,2019,3,Micromax,76866,1%
Bihar,2019,3,Apple,70777,1%
Bihar,2019,3,Others,722582,10%
Bihar,2019,4,Xiaomi,2484241,30%
Bihar,2019,4,Samsung,1714305,21%
Bihar,2019,4,Vivo,1129443,14%
Bihar,2019,4,Oppo,977488,12%
Bihar,2019,4,Realme,664779,8%
Bihar,2019,4,Motorola,159553,2%
Bihar,2019,4,Huawei,144428,2%
Bihar,2019,4,Lenovo,121418,1%
Bihar,2019,4,Micromax,81810,1%
Bihar,2019,4,Infinix,79605,1%
Bihar,2019,4,Others,785204,9%
Bihar,2020,1,Xiaomi,2779954,30%
Bihar,2020,1,Samsung,1896957,20%
Bihar,2020,1,Vivo,1297671,14%
Bihar,2020,1,Oppo,1103628,12%
Bihar,2020,1,Realme,782681,8%
Bihar,2020,1,Motorola,169958,2%
Bihar,2020,1,Huawei,161040,2%
Bihar,2020,1,Lenovo,132051,1%
Bihar,2020,1,Infinix,94820,1%
Bihar,2020,1,Micromax,81035,1%
Bihar,2020,1,Others,851439,9%
Bihar,2020,2,Xiaomi,3138353,30%
Bihar,2020,2,Samsung,2126374,20%
Bihar,2020,2,Vivo,1506720,14%
Bihar,2020,2,Oppo,1266996,12%
Bihar,2020,2,Realme,914785,9%
Bihar,2020,2,Motorola,183599,2%
Bihar,2020,2,Huawei,179273,2%
Bihar,2020,2,Lenovo,141217,1%
Bihar,2020,2,Infinix,115210,1%
Bihar,2020,2,Micromax,89409,1%
Bihar,2020,2,Others,941831,9%
Bihar,2020,3,Xiaomi,3459128,29%
Bihar,2020,3,Samsung,2346143,20%
Bihar,2020,3,Vivo,1712480,15%
Bihar,2020,3,Oppo,1419010,12%
Bihar,2020,3,Realme,1055287,9%
Bihar,2020,3,Motorola,196074,2%
Bihar,2020,3,Huawei,194850,2%
Bihar,2020,3,Lenovo,150687,1%
Bihar,2020,3,Infinix,132702,1%
Bihar,2020,3,HMD Global,97683,1%
Bihar,2020,3,Others,999169,8%
Bihar,2020,4,Xiaomi,3761975,29%
Bihar,2020,4,Samsung,2566835,20%
Bihar,2020,4,Vivo,1900128,15%
Bihar,2020,4,Oppo,1561641,12%
Bihar,2020,4,Realme,1195635,9%
Bihar,2020,4,Huawei,209280,2%
Bihar,2020,4,Motorola,206587,2%
Bihar,2020,4,Lenovo,158922,1%
Bihar,2020,4,Infinix,151393,1%
Bihar,2020,4,HMD Global,105494,1%
Bihar,2020,4,Others,1071943,8%
Bihar,2021,1,Xiaomi,4036125,29%
Bihar,2021,1,Samsung,2749873,20%
Bihar,2021,1,Vivo,2104591,15%
Bihar,2021,1,Oppo,1694257,12%
Bihar,2021,1,Realme,1349413,10%
Bihar,2021,1,Huawei,220336,2%
Bihar,2021,1,Motorola,212374,2%
Bihar,2021,1,Infinix,177252,1%
Bihar,2021,1,Lenovo,159501,1%
Bihar,2021,1,Tecno,123065,1%
Bihar,2021,1,Others,1119501,8%
Bihar,2021,2,Xiaomi,4268361,29%
Bihar,2021,2,Samsung,2889063,19%
Bihar,2021,2,Vivo,2311477,15%
Bihar,2021,2,Oppo,1826833,12%
Bihar,2021,2,Realme,1575376,11%
Bihar,2021,2,Huawei,215607,1%
Bihar,2021,2,Motorola,214140,1%
Bihar,2021,2,Infinix,212701,1%
Bihar,2021,2,Tecno,157952,1%
Bihar,2021,2,Lenovo,154152,1%
Bihar,2021,2,Others,1146472,8%
Bihar,2021,3,Xiaomi,4521874,28%
Bihar,2021,3,Samsung,3009544,19%
Bihar,2021,3,Vivo,2576928,16%
Bihar,2021,3,Oppo,1994060,12%
Bihar,2021,3,Realme,1835886,11%
Bihar,2021,3,Infinix,278142,2%
Bihar,2021,3,Huawei,222180,1%
Bihar,2021,3,Motorola,213677,1%
Bihar,2021,3,Tecno,198088,1%
Bihar,2021,3,Lenovo,147198,1%
Bihar,2021,3,Others,1163194,7%
Bihar,2021,4,Xiaomi,4718889,27%
Bihar,2021,4,Samsung,3142992,18%
Bihar,2021,4,Vivo,2818559,16%
Bihar,2021,4,Oppo,2164915,12%
Bihar,2021,4,Realme,2149920,12%
Bihar,2021,4,Infinix,342716,2%
Bihar,2021,4,Tecno,233246,1%
Bihar,2021,4,Motorola,220257,1%
Bihar,2021,4,Huawei,214582,1%
Bihar,2021,4,Apple,144021,1%
Bihar,2021,4,Others,1185884,7%
Bihar,2022,1,Xiaomi,4888198,26%
Bihar,2022,1,Samsung,3283813,18%
Bihar,2022,1,Vivo,3062549,17%
Bihar,2022,1,Realme,2443092,13%
Bihar,2022,1,Oppo,2339620,13%
Bihar,2022,1,Infinix,387204,2%
Bihar,2022,1,Tecno,280644,2%
Bihar,2022,1,Motorola,220543,1%
Bihar,2022,1,Huawei,215004,1%
Bihar,2022,1,Apple,158500,1%
Bihar,2022,1,Others,1205491,7%
Chandigarh,2018,1,Xiaomi,20555,24%
Chandigarh,2018,1,Samsung,17266,20%
Chandigarh,2018,1,Vivo,9360,11%
Chandigarh,2018,1,Oppo,7948,9%
Chandigarh,2018,1,Apple,7552,9%
Chandigarh,2018,1,OnePlus,3638,4%
Chandigarh,2018,1,Motorola,3105,4%
Chandigarh,2018,1,Realme,2995,3%
Chandigarh,2018,1,Lenovo,1965,2%
Chandigarh,2018,1,Micromax,1558,2%
Chandigarh,2018,1,Others,10326,12%
Chandigarh,2018,2,Xiaomi,27862,24%
Chandigarh,2018,2,Samsung,23093,20%
Chandigarh,2018,2,Vivo,13375,12%
Chandigarh,2018,2,Oppo,11129,10%
Chandigarh,2018,2,Apple,9962,9%
Chandigarh,2018,2,OnePlus,4466,4%
Chandigarh,2018,2,Motorola,3914,3%
Chandigarh,2018,2,Realme,3861,3%
Chandigarh,2018,2,Lenovo,2511,2%
Chandigarh,2018,2,Micromax,2049,2%
Chandigarh,2018,2,Others,12997,11%
Chandigarh,2018,3,Xiaomi,34852,24%
Chandigarh,2018,3,Samsung,28614,20%
Chandigarh,2018,3,Vivo,17910,12%
Chandigarh,2018,3,Oppo,14437,10%
Chandigarh,2018,3,Apple,12403,9%
Chandigarh,2018,3,OnePlus,5178,4%
Chandigarh,2018,3,Realme,4664,3%
Chandigarh,2018,3,Motorola,4590,3%
Chandigarh,2018,3,Lenovo,2926,2%
Chandigarh,2018,3,Micromax,2395,2%
Chandigarh,2018,3,Others,15924,11%
Chandigarh,2018,4,Xiaomi,43505,24%
Chandigarh,2018,4,Samsung,35417,20%
Chandigarh,2018,4,Vivo,23567,13%
Chandigarh,2018,4,Oppo,18698,11%
Chandigarh,2018,4,Apple,15191,9%
Chandigarh,2018,4,OnePlus,6197,3%
Chandigarh,2018,4,Realme,5731,3%
Chandigarh,2018,4,Motorola,5354,3%
Chandigarh,2018,4,Lenovo,3148,2%
Chandigarh,2018,4,Huawei,2838,2%
Chandigarh,2018,4,Others,18101,10%
Chandigarh,2019,1,Xiaomi,51075,24%
Chandigarh,2019,1,Samsung,41609,20%
Chandigarh,2019,1,Vivo,29056,14%
Chandigarh,2019,1,Oppo,23095,11%
Chandigarh,2019,1,Apple,17580,8%
Chandigarh,2019,1,OnePlus,6880,3%
Chandigarh,2019,1,Realme,6690,3%
Chandigarh,2019,1,Motorola,6007,3%
Chandigarh,2019,1,Lenovo,3406,2%
Chandigarh,2019,1,Huawei,3364,2%
Chandigarh,2019,1,Others,20413,10%
Chandigarh,2019,2,Xiaomi,58356,24%
Chandigarh,2019,2,Samsung,48067,20%
Chandigarh,2019,2,Vivo,34791,14%
Chandigarh,2019,2,Oppo,27444,11%
Chandigarh,2019,2,Apple,20041,8%
Chandigarh,2019,2,OnePlus,7595,3%
Chandigarh,2019,2,Realme,7590,3%
Chandigarh,2019,2,Motorola,6475,3%
Chandigarh,2019,2,Huawei,3816,2%
Chandigarh,2019,2,Lenovo,3595,1%
Chandigarh,2019,2,Others,22669,9%
Chandigarh,2019,3,Xiaomi,64422,24%
Chandigarh,2019,3,Samsung,53606,20%
Chandigarh,2019,3,Vivo,39957,15%
Chandigarh,2019,3,Oppo,31459,12%
Chandigarh,2019,3,Apple,22081,8%
Chandigarh,2019,3,Realme,8500,3%
Chandigarh,2019,3,OnePlus,8271,3%
Chandigarh,2019,3,Motorola,6770,3%
Chandigarh,2019,3,Huawei,4256,2%
Chandigarh,2019,3,Lenovo,3716,1%
Chandigarh,2019,3,Others,24299,9%
Chandigarh,2019,4,Xiaomi,69435,24%
Chandigarh,2019,4,Samsung,57981,20%
Chandigarh,2019,4,Vivo,44605,15%
Chandigarh,2019,4,Oppo,34871,12%
Chandigarh,2019,4,Apple,23651,8%
Chandigarh,2019,4,Realme,9610,3%
Chandigarh,2019,4,OnePlus,8750,3%
Chandigarh,2019,4,Motorola,6953,2%
Chandigarh,2019,4,Huawei,4559,2%
Chandigarh,2019,4,Lenovo,3777,1%
Chandigarh,2019,4,Others,25398,9%
Chandigarh,2020,1,Xiaomi,74599,24%
Chandigarh,2020,1,Samsung,62236,20%
Chandigarh,2020,1,Vivo,49864,16%
Chandigarh,2020,1,Oppo,38691,12%
Chandigarh,2020,1,Apple,25309,8%
Chandigarh,2020,1,Realme,10759,3%
Chandigarh,2020,1,OnePlus,9221,3%
Chandigarh,2020,1,Motorola,7160,2%
Chandigarh,2020,1,Huawei,4807,2%
Chandigarh,2020,1,Lenovo,3862,1%
Chandigarh,2020,1,Others,26379,8%
Chandigarh,2020,2,Xiaomi,79401,24%
Chandigarh,2020,2,Samsung,66732,20%
Chandigarh,2020,2,Vivo,55338,16%
Chandigarh,2020,2,Oppo,42912,13%
Chandigarh,2020,2,Apple,26562,8%
Chandigarh,2020,2,Realme,11849,4%
Chandigarh,2020,2,OnePlus,9516,3%
Chandigarh,2020,2,Motorola,7308,2%
Chandigarh,2020,2,Huawei,5057,2%
Chandigarh,2020,2,HMD Global,3920,1%
Chandigarh,2020,2,Others,27756,8%
Chandigarh,2020,3,Xiaomi,84467,23%
Chandigarh,2020,3,Samsung,72072,20%
Chandigarh,2020,3,Vivo,61814,17%
Chandigarh,2020,3,Oppo,47234,13%
Chandigarh,2020,3,Apple,28288,8%
Chandigarh,2020,3,Realme,13210,4%
Chandigarh,2020,3,OnePlus,9903,3%
Chandigarh,2020,3,Motorola,7558,2%
Chandigarh,2020,3,Huawei,5327,1%
Chandigarh,2020,3,HMD Global,4168,1%
Chandigarh,2020,3,Others,28547,8%
Chandigarh,2020,4,Xiaomi,90201,23%
Chandigarh,2020,4,Samsung,78159,20%
Chandigarh,2020,4,Vivo,68293,17%
Chandigarh,2020,4,Oppo,51650,13%
Chandigarh,2020,4,Apple,30593,8%
Chandigarh,2020,4,Realme,14705,4%
Chandigarh,2020,4,OnePlus,10462,3%
Chandigarh,2020,4,Motorola,7780,2%
Chandigarh,2020,4,Huawei,5641,1%
Chandigarh,2020,4,HMD Global,4400,1%
Chandigarh,2020,4,Others,29518,8%
Chandigarh,2021,1,Xiaomi,96137,23%
Chandigarh,2021,1,Samsung,83453,20%
Chandigarh,2021,1,Vivo,74844,18%
Chandigarh,2021,1,Oppo,56200,13%
Chandigarh,2021,1,Apple,32907,8%
Chandigarh,2021,1,Realme,16641,4%
Chandigarh,2021,1,OnePlus,10995,3%
Chandigarh,2021,1,Motorola,7989,2%
Chandigarh,2021,1,Huawei,5854,1%
Chandigarh,2021,1,HMD Global,4591,1%
Chandigarh,2021,1,Others,30387,7%
Chandigarh,2021,2,Xiaomi,101761,23%
Chandigarh,2021,2,Samsung,88362,20%
Chandigarh,2021,2,Vivo,81826,18%
Chandigarh,2021,2,Oppo,60671,14%
Chandigarh,2021,2,Apple,35361,8%
Chandigarh,2021,2,Realme,19398,4%
Chandigarh,2021,2,OnePlus,11907,3%
Chandigarh,2021,2,Motorola,8043,2%
Chandigarh,2021,2,Huawei,5918,1%
Chandigarh,2021,2,HMD Global,4599,1%
Chandigarh,2021,2,Others,30726,7%
Chandigarh,2021,3,Xiaomi,107815,22%
Chandigarh,2021,3,Samsung,92724,19%
Chandigarh,2021,3,Vivo,89865,19%
Chandigarh,2021,3,Oppo,66039,14%
Chandigarh,2021,3,Apple,37880,8%
Chandigarh,2021,3,Realme,22934,5%
Chandigarh,2021,3,OnePlus,13193,3%
Chandigarh,2021,3,Motorola,8166,2%
Chandigarh,2021,3,Huawei,5900,1%
Chandigarh,2021,3,HMD Global,4496,1%
Chandigarh,2021,3,Others,31451,7%
Chandigarh,2021,4,Xiaomi,112958,22%
Chandigarh,2021,4,Vivo,97127,19%
Chandigarh,2021,4,Samsung,97097,19%
Chandigarh,2021,4,Oppo,71275,14%
Chandigarh,2021,4,Apple,41698,8%
Chandigarh,2021,4,Realme,27098,5%
Chandigarh,2021,4,OnePlus,14380,3%
Chandigarh,2021,4,Motorola,8240,2%
Chandigarh,2021,4,Huawei,5797,1%
Chandigarh,2021,4,HMD Global,4511,1%
Chandigarh,2021,4,Others,31911,6%
Chandigarh,2022,1,Xiaomi,118077,22%
Chandigarh,2022,1,Vivo,103673,19%
Chandigarh,2022,1,Samsung,100254,19%
Chandigarh,2022,1,Oppo,76330,14%
Chandigarh,2022,1,Apple,45080,8%
Chandigarh,2022,1,Realme,30911,6%
Chandigarh,2022,1,OnePlus,15554,3%
Chandigarh,2022,1,Motorola,8378,2%
Chandigarh,2022,1,Huawei,5812,1%
Chandigarh,2022,1,HMD Global,4529,1%
Chandigarh,2022,1,Others,32951,6%
Chhattisgarh,2018,1,Xiaomi,161753,24%
Chhattisgarh,2018,1,Samsung,125715,19%
Chhattisgarh,2018,1,Vivo,103265,15%
Chhattisgarh,2018,1,Oppo,62998,9%
Chhattisgarh,2018,1,Micromax,53452,8%
Chhattisgarh,2018,1,Realme,40116,6%
Chhattisgarh,2018,1,OnePlus,15860,2%
Chhattisgarh,2018,1,Apple,15418,2%
Chhattisgarh,2018,1,Lenovo,13258,2%
Chhattisgarh,2018,1,Motorola,12182,2%
Chhattisgarh,2018,1,Others,75246,11%
Chhattisgarh,2018,2,Xiaomi,229221,24%
Chhattisgarh,2018,2,Samsung,174661,18%
Chhattisgarh,2018,2,Vivo,152196,16%
